order_date,order_value,quantity,discount_amount,shipping_cost,product_category,payment_method,shipping_type,promotion_code,return_flag,day_of_week,day_name,month,quarter,is_weekend,hour_of_day,week_of_year,season,recency_days,frequency,monetary_total,avg_order_value,customer_return_rate,total_returns,product_return_rate,category_return_rate,customer_hist_return_rate,value_per_item,discount_rate,shipping_ratio
2023-01-29 03:00:00,269.85,2,37.59,19.01,Sports,PayPal,Standard,WELCOME10,0,6,Sunday,1,1,1,3,4,Winter,7,2,533.71,266.86,0.0,0,0.0,0.075,0.0,134.92493253753372,0.13929961037873037,0.0704465441154473
2023-02-04 07:00:00,263.86,2,34.98,7.11,Electronics,Credit Card,Express,SUMMER20,0,5,Saturday,2,1,1,7,5,Winter,7,2,533.71,266.86,0.0,0,0.087,0.1162,0.0,131.92993403503297,0.13257030193068178,0.02694610768230839
2023-01-10 21:00:00,74.13,3,20.47,12.71,Clothing,Bank Transfer,Express,SUMMER20,0,1,Tuesday,1,1,0,21,2,Winter,29,3,465.4,155.13,0.0,0,0.0,0.0763,0.0,24.709991763336077,0.2761365132046875,0.17145554874604685
2023-01-11 14:00:00,335.26,1,26.13,16.88,Sports,PayPal,Express,SUMMER20,0,2,Wednesday,1,1,0,14,2,Winter,29,3,465.4,155.13,0.0,0,0.087,0.075,0.0,335.25966474033527,0.07793950940183884,0.050348982728780696
2023-01-13 03:00:00,56.01,1,30.08,17.96,Sports,PayPal,Standard,FLASHSALE,0,4,Friday,1,1,0,3,2,Winter,29,3,465.4,155.13,0.0,0,0.087,0.075,0.0,56.009943990056016,0.5370469463123202,0.3206570198061593
2023-01-19 15:00:00,48.92,4,5.09,1.63,Clothing,Credit Card,Standard,SUMMER20,0,3,Thursday,1,1,0,15,3,Winter,23,1,48.92,48.92,0.0,0,0.087,0.0763,0.0,12.229996942500764,0.10404742223942309,0.03331970496075828
2023-01-17 13:00:00,279.61,1,17.33,11.28,Clothing,Credit Card,Next Day,SUMMER20,0,1,Tuesday,1,1,0,13,3,Winter,3,2,510.72,255.36,0.0,0,0.087,0.0763,0.0,279.6097203902796,0.06197918507213909,0.04034190465168661
2023-02-08 15:00:00,231.11,4,24.47,4.19,Home,PayPal,Standard,FLASHSALE,0,2,Wednesday,2,1,0,15,6,Winter,3,2,510.72,255.36,0.0,0,0.0,0.075,0.0,57.777485555628616,0.10588031627415379,0.01812989477681669
2023-02-08 13:00:00,436.58,4,18.57,6.25,Clothing,Bank Transfer,Next Day,0,0,2,Wednesday,2,1,0,13,6,Winter,3,1,436.58,436.58,0.0,0,0.087,0.0763,0.0,109.14497271375681,0.04253515955257878,0.01431581837391585
2023-01-19 08:00:00,349.29,1,22.51,14.68,Sports,Credit Card,Express,WELCOME10,0,3,Thursday,1,1,0,8,3,Winter,6,2,734.39,367.2,0.0,0,0.087,0.075,0.0,349.28965071034935,0.06444501685005291,0.04202811405414379
2023-02-05 00:00:00,385.1,2,4.23,5.22,Sports,Credit Card,Express,WELCOME10,0,6,Sunday,2,1,1,0,5,Winter,6,2,734.39,367.2,0.0,0,0.0,0.075,0.0,192.54990372504813,0.010984159929929474,0.013554920764593817
2023-01-07 07:00:00,468.74,4,45.39,18.77,Electronics,Credit Card,Express,SUMMER20,0,5,Saturday,1,1,1,7,1,Winter,31,3,886.55,295.52,0.0,0,0.087,0.1162,0.0,117.18497070375732,0.09683406558681984,0.040043520843018474
2023-01-09 12:00:00,248.47,4,5.09,13.24,Clothing,PayPal,Next Day,SUMMER20,0,0,Monday,1,1,0,12,2,Winter,31,3,886.55,295.52,0.0,0,0.087,0.0763,0.0,62.11748447062888,0.020485370384813576,0.0532861107848589
2023-01-10 19:00:00,169.34,3,47.04,18.69,Sports,Credit Card,Express,FLASHSALE,0,1,Tuesday,1,1,0,19,2,Winter,31,3,886.55,295.52,0.0,0,0.1667,0.075,0.0,56.44664785111738,0.27778433755885,0.11036966983365024
2023-01-12 01:00:00,468.94,2,33.15,7.9,Books,Bank Transfer,Standard,SUMMER20,0,3,Thursday,1,1,0,1,2,Winter,2,4,1121.81,280.45,0.0,0,0.087,0.0964,0.0,234.4698827650586,0.07069134629016217,0.0168465048474293
2023-01-16 16:00:00,149.59,3,47.22,7.94,Clothing,Bank Transfer,Next Day,WELCOME10,0,0,Monday,1,1,0,16,3,Winter,2,4,1121.81,280.45,0.0,0,0.087,0.0763,0.0,49.863316712227764,0.3156628095750865,0.05307841397768291
2023-02-02 21:00:00,47.76,3,46.46,4.81,Clothing,Credit Card,Express,FLASHSALE,0,3,Thursday,2,1,0,21,5,Winter,2,4,1121.81,280.45,0.0,0,0.087,0.0763,0.0,15.9199946933351,0.972780549146136,0.100711890688612
2023-02-08 21:00:00,455.52,3,42.99,15.32,Home,Bank Transfer,Standard,WELCOME10,0,2,Wednesday,2,1,0,21,6,Winter,2,4,1121.81,280.45,0.0,0,0.2,0.075,0.0,151.83994938668351,0.09437565838080511,0.03363189314710245
2023-01-11 16:00:00,423.64,3,48.65,10.28,Clothing,PayPal,Next Day,WELCOME10,0,2,Wednesday,1,1,0,16,2,Winter,30,1,423.64,423.64,0.0,0,0.0,0.0763,0.0,141.21328626223792,0.11483806978840981,0.024265886072453294
2023-02-04 13:00:00,422.55,4,20.09,11.51,Home,PayPal,Express,0,0,5,Saturday,2,1,1,13,5,Winter,7,1,422.55,422.55,0.0,0,0.087,0.075,0.0,105.6374735906316,0.04754466915739044,0.02723937989057063
2023-01-27 02:00:00,347.19,1,42.17,8.03,Home,Bank Transfer,Standard,0,0,4,Friday,1,1,0,2,4,Winter,15,1,347.19,347.19,0.0,0,0.087,0.075,0.0,347.18965281034724,0.12146087121904182,0.023128546262482945
2023-01-09 05:00:00,191.81,4,12.55,11.24,Books,Credit Card,Next Day,SUMMER20,1,0,Monday,1,1,0,5,2,Winter,33,1,191.81,191.81,1.0,1,0.087,0.0964,0.0,47.952488011877996,0.06542933076779453,0.058599655603984904
2023-01-03 21:00:00,143.9,4,1.18,5.22,Clothing,PayPal,Next Day,SUMMER20,0,1,Tuesday,1,1,0,21,1,Winter,0,2,396.06,198.03,0.0,0,0.1667,0.0763,0.0,35.974991006252246,0.008200138928421549,0.036275190852847874
2023-02-11 14:00:00,252.16,3,29.85,17.46,Sports,Credit Card,Standard,FLASHSALE,0,5,Saturday,2,1,1,14,6,Winter,0,2,396.06,198.03,0.0,0,0.2,0.075,0.0,84.05330531556488,0.11837722034272995,0.06924175099444103
2023-01-09 22:00:00,369.23,3,21.83,2.12,Home,Bank Transfer,Next Day,0,0,0,Monday,1,1,0,22,2,Winter,32,1,369.23,369.23,0.0,0,0.087,0.075,0.0,123.07662564112479,0.05912303967954109,0.005741678612946731
2023-01-03 06:00:00,249.44,3,38.51,18.94,Sports,Credit Card,Next Day,0,1,1,Tuesday,1,1,0,6,1,Winter,39,1,249.44,249.44,1.0,1,0.4,0.075,0.0,83.14663895112035,0.15438582362738204,0.07593008308238422
2023-01-22 16:00:00,196.51,4,32.76,3.54,Clothing,Credit Card,Express,0,0,6,Sunday,1,1,1,16,3,Winter,19,1,196.51,196.51,0.0,0,0.087,0.0763,0.0,49.127487718128066,0.1667090724812525,0.018014350323065746
2023-01-13 14:00:00,435.76,1,35.72,19.49,Electronics,PayPal,Next Day,FLASHSALE,0,4,Friday,1,1,0,14,2,Winter,15,2,746.59,373.29,0.0,0,0.087,0.1162,0.0,435.7595642404358,0.08197172736834099,0.04472645482667878
2023-01-27 13:00:00,310.83,1,40.18,11.54,Sports,Credit Card,Express,SUMMER20,0,4,Friday,1,1,0,13,4,Winter,15,2,746.59,373.29,0.0,0,0.087,0.075,0.0,310.8296891703108,0.12926680137288293,0.03712640338086284
2023-02-11 15:00:00,415.84,4,49.98,3.38,Clothing,PayPal,Express,WELCOME10,0,5,Saturday,2,1,1,15,6,Winter,0,1,415.84,415.84,0.0,0,0.087,0.0763,0.0,103.95997401000649,0.12019045757938039,0.00812812618283925
2023-01-05 16:00:00,162.08,3,31.55,10.63,Clothing,PayPal,Next Day,SUMMER20,0,3,Thursday,1,1,0,16,1,Winter,5,2,644.14,322.07,0.0,0,0.125,0.0763,0.0,54.02664865778378,0.19465695832516683,0.0655848959428375
2023-02-06 06:00:00,482.06,4,11.47,17.23,Electronics,Credit Card,Next Day,FLASHSALE,0,0,Monday,2,1,0,6,6,Winter,5,2,644.14,322.07,0.0,0,0.087,0.1162,0.0,120.51496987125753,0.02379371857487923,0.035742438626431484
2023-01-02 11:00:00,469.24,1,0.97,11.32,Electronics,Credit Card,Next Day,WELCOME10,0,0,Monday,1,1,0,11,1,Winter,0,5,1381.0,276.2,0.2,1,0.087,0.1162,0.0,469.2395307604693,0.0020671724446612127,0.02412411553975766
2023-01-21 07:00:00,84.68,1,36.9,6.47,Electronics,PayPal,Next Day,SUMMER20,0,5,Saturday,1,1,1,7,3,Winter,0,5,1381.0,276.2,0.2,1,0.0,0.1162,0.0,84.67991532008469,0.43575814317715933,0.07640528960314961
2023-01-31 00:00:00,410.71,3,10.94,4.05,Books,Bank Transfer,Express,SUMMER20,0,1,Tuesday,1,1,0,0,5,Winter,0,5,1381.0,276.2,0.2,1,0.087,0.0964,0.0,136.90328769890408,0.026636799623489082,0.009860972438311771
2023-02-04 23:00:00,367.46,4,21.17,11.28,Electronics,Credit Card,Standard,0,0,5,Saturday,2,1,1,23,5,Winter,0,5,1381.0,276.2,0.2,1,0.087,0.1162,0.0,91.86497703375574,0.057611712682709114,0.030697218661358466
2023-02-11 02:00:00,48.91,4,46.04,6.58,Clothing,Bank Transfer,Next Day,FLASHSALE,1,5,Saturday,2,1,1,2,6,Winter,0,5,1381.0,276.2,0.2,1,0.1667,0.0763,0.0,12.227496943125763,0.9413207740478272,0.13453281262455916
2023-01-16 10:00:00,39.53,2,14.29,8.23,Clothing,Bank Transfer,Express,SUMMER20,0,0,Monday,1,1,0,10,3,Winter,13,3,494.73,164.91,0.0,0,0.087,0.0763,0.0,19.76499011750494,0.36149758761706074,0.20819630133578798
2023-01-17 12:00:00,404.94,3,21.14,6.61,Sports,Bank Transfer,Next Day,WELCOME10,0,1,Tuesday,1,1,0,12,3,Winter,13,3,494.73,164.91,0.0,0,0.0,0.075,0.0,134.97995500668165,0.05220526484860655,0.0163234058963713
2023-01-28 16:00:00,50.26,4,10.88,19.42,Clothing,PayPal,Next Day,SUMMER20,0,5,Saturday,1,1,1,16,4,Winter,13,3,494.73,164.91,0.0,0,0.1667,0.0763,0.0,12.564996858750785,0.21647432915888723,0.38639076031852854
2023-01-21 12:00:00,265.27,4,29.22,1.89,Books,PayPal,Next Day,SUMMER20,0,5,Saturday,1,1,1,12,3,Winter,0,2,676.61,338.3,0.0,0,0.087,0.0964,0.0,66.31748342062915,0.11015192026934098,0.007124816198119591
2023-02-11 06:00:00,411.34,1,11.91,18.91,Books,Credit Card,Standard,WELCOME10,0,5,Saturday,2,1,1,6,6,Winter,0,2,676.61,338.3,0.0,0,0.087,0.0964,0.0,411.3395886604113,0.028954149781314366,0.045971702129693925
2023-01-29 16:00:00,464.76,3,29.86,7.66,Home,PayPal,Standard,WELCOME10,0,6,Sunday,1,1,1,16,4,Winter,12,1,464.76,464.76,0.0,0,0.087,0.075,0.0,154.9199483600172,0.06424821399378558,0.016481624889229655
2023-01-11 06:00:00,221.13,2,26.95,2.93,Electronics,Bank Transfer,Express,FLASHSALE,1,2,Wednesday,1,1,0,6,2,Winter,2,2,330.98,165.49,0.5,1,0.087,0.1162,0.0,110.56494471752764,0.12187401021175774,0.013250124301315407
2023-02-09 06:00:00,109.85,3,28.39,10.09,Books,Credit Card,Express,WELCOME10,0,3,Thursday,2,1,0,6,6,Winter,2,2,330.98,165.49,0.5,1,0.087,0.0964,1.0,36.616654461115175,0.25844332946341986,0.09185252533588963
2023-01-16 00:00:00,408.36,1,27.44,0.69,Books,PayPal,Standard,0,0,0,Monday,1,1,0,0,3,Winter,26,1,408.36,408.36,0.0,0,0.087,0.0964,0.0,408.3595916404084,0.06719561155060336,0.0016896855674167753
2023-01-24 22:00:00,349.16,4,8.29,11.66,Home,Bank Transfer,Express,WELCOME10,0,1,Tuesday,1,1,0,22,4,Winter,17,1,349.16,349.16,0.0,0,0.087,0.075,0.0,87.28997817750546,0.023742696689933847,0.03339443225628814
2023-02-03 00:00:00,394.6,2,10.58,4.49,Home,Bank Transfer,Next Day,SUMMER20,0,4,Friday,2,1,0,0,5,Winter,8,1,394.6,394.6,0.0,0,0.087,0.075,0.0,197.2999013500493,0.026811961412032535,0.011378611223064848
2023-01-12 08:00:00,30.37,1,40.84,15.67,Electronics,PayPal,Standard,WELCOME10,0,3,Thursday,1,1,0,8,2,Winter,12,2,410.34,205.17,0.0,0,0.4,0.1162,0.0,30.369969630030372,1.344748062405398,0.5159696899581926
2023-01-30 10:00:00,379.97,1,34.81,4.41,Electronics,Credit Card,Next Day,SUMMER20,0,0,Monday,1,1,0,10,5,Winter,12,2,410.34,205.17,0.0,0,0.087,0.1162,0.0,379.96962003038004,0.09161249548224203,0.01160617940467358
2023-01-25 16:00:00,386.96,4,27.05,15.13,Books,PayPal,Next Day,SUMMER20,0,2,Wednesday,1,1,0,16,4,Winter,16,1,386.96,386.96,0.0,0,0.087,0.0964,0.0,96.73997581500603,0.06990386585201606,0.03909964844144189
2023-01-05 09:00:00,220.85,1,14.53,3.81,Home,Credit Card,Express,SUMMER20,0,3,Thursday,1,1,0,9,1,Winter,37,1,220.85,220.85,0.0,0,0.087,0.075,0.0,220.84977915022085,0.06579126073900267,0.017251528108437726
2023-01-01 03:00:00,343.27,4,2.62,3.41,Home,PayPal,Express,FLASHSALE,0,6,Sunday,1,1,1,3,52,Winter,37,2,384.73,192.36,0.0,0,0.0,0.075,0.0,85.81747854563035,0.00763247587137683,0.00993387126770801
2023-01-05 12:00:00,41.46,4,35.39,8.6,Home,PayPal,Next Day,0,0,3,Thursday,1,1,0,12,1,Winter,37,2,384.73,192.36,0.0,0,0.087,0.075,0.0,10.364997408750648,0.8535938047854847,0.20742884207841675
2023-01-27 05:00:00,422.03,3,39.58,7.83,Sports,Bank Transfer,Standard,WELCOME10,0,4,Friday,1,1,0,5,4,Winter,15,1,422.03,422.03,0.0,0,0.087,0.075,0.0,140.67661977446005,0.09378480180606875,0.018553183379017645
2023-02-02 07:00:00,55.57,1,30.98,7.86,Electronics,Bank Transfer,Next Day,0,1,3,Thursday,2,1,0,7,5,Winter,9,1,55.57,55.57,1.0,1,0.087,0.1162,0.0,55.56994443005558,0.5574950412543631,0.14144322221624578
2023-01-03 16:00:00,349.9,3,0.07,19.8,Clothing,PayPal,Next Day,FLASHSALE,0,1,Tuesday,1,1,0,16,1,Winter,38,1,349.9,349.9,0.0,0,0.0,0.0763,0.0,116.6332944555685,0.00020005715861658432,0.056587596294405275
2023-01-02 06:00:00,481.87,3,13.38,15.02,Books,Bank Transfer,Next Day,SUMMER20,1,0,Monday,1,1,0,6,1,Winter,10,4,1077.04,269.26,0.25,1,0.087,0.0964,0.0,160.62327979224006,0.027766825019679947,0.031170232570672106
2023-01-18 11:00:00,231.37,2,33.8,16.94,Home,Credit Card,Standard,FLASHSALE,0,2,Wednesday,1,1,0,11,3,Winter,10,4,1077.04,269.26,0.25,1,0.087,0.075,1.0,115.68494215752891,0.1460863545572617,0.07321606053846194
2023-01-19 16:00:00,51.97,3,0.42,5.17,Sports,Credit Card,Next Day,FLASHSALE,0,3,Thursday,1,1,0,16,3,Winter,10,4,1077.04,269.26,0.25,1,0.087,0.075,0.5,17.323327558890814,0.00808158537460871,0.0994804675874453
2023-02-01 02:00:00,311.83,4,41.27,5.93,Clothing,Credit Card,Standard,WELCOME10,0,2,Wednesday,2,1,0,2,5,Winter,10,4,1077.04,269.26,0.25,1,0.087,0.0763,0.3333333333333333,77.95748051062986,0.13234775315926067,0.019016771898095846
2023-02-02 02:00:00,350.85,1,38.22,1.97,Home,PayPal,Express,FLASHSALE,0,3,Thursday,2,1,0,2,5,Winter,9,1,350.85,350.85,0.0,0,0.1667,0.075,0.0,350.8496491503509,0.10893544218630342,0.005614935141470898
2023-01-13 23:00:00,329.1,4,17.27,7.86,Clothing,Bank Transfer,Next Day,FLASHSALE,0,4,Friday,1,1,0,23,2,Winter,21,2,437.56,218.78,0.0,0,0.087,0.0763,0.0,82.27497943125515,0.05247645076731555,0.023883318067811247
2023-01-20 20:00:00,108.46,4,33.64,13.59,Clothing,PayPal,Express,WELCOME10,0,4,Friday,1,1,0,20,3,Winter,21,2,437.56,218.78,0.0,0,0.087,0.0763,0.0,27.11499322125169,0.310160424947811,0.12529964848515907
2023-01-11 00:00:00,125.66,4,16.61,15.05,Clothing,Credit Card,Express,WELCOME10,1,2,Wednesday,1,1,0,0,2,Winter,23,2,419.07,209.54,0.5,1,0.1667,0.0763,0.0,31.41499214625196,0.13218207757295816,0.11976762597670201
2023-01-19 13:00:00,293.41,3,33.62,9.31,Sports,Bank Transfer,Express,FLASHSALE,0,3,Thursday,1,1,0,13,3,Winter,23,2,419.07,209.54,0.5,1,0.087,0.075,1.0,97.8033007322331,0.114583687963656,0.03173034309760968
2023-01-19 19:00:00,168.45,1,37.42,8.53,Books,PayPal,Express,0,0,3,Thursday,1,1,0,19,3,Winter,22,1,168.45,168.45,0.0,0,0.125,0.0964,0.0,168.44983155016845,0.22214306784124035,0.05063817126364992
2023-01-27 22:00:00,361.0,3,32.42,2.87,Home,Credit Card,Express,WELCOME10,0,4,Friday,1,1,0,22,4,Winter,11,2,853.49,426.74,0.0,0,0.0,0.075,0.0,120.33329322223558,0.08980609393405514,0.007950138482132581
2023-01-30 18:00:00,492.49,1,46.95,4.54,Clothing,Credit Card,Next Day,FLASHSALE,0,0,Monday,1,1,0,18,5,Winter,11,2,853.49,426.74,0.0,0,0.087,0.0763,0.0,492.48950751049256,0.09533188471779755,0.009218461269836014
2023-01-22 01:00:00,469.11,3,32.47,0.26,Sports,Bank Transfer,Next Day,WELCOME10,0,6,Sunday,1,1,1,1,3,Winter,20,1,469.11,469.11,0.0,0,0.087,0.075,0.0,156.36994787668405,0.06921617516314686,0.0005542410083898424
2023-01-07 03:00:00,61.24,1,31.12,2.07,Books,PayPal,Next Day,WELCOME10,0,5,Saturday,1,1,1,3,1,Winter,14,2,81.5,40.75,0.0,0,0.087,0.0964,0.0,61.23993876006125,0.5081645900038441,0.033801436417350804
2023-01-28 15:00:00,20.26,2,0.42,17.5,Clothing,Credit Card,Standard,0,0,5,Saturday,1,1,1,15,4,Winter,14,2,81.5,40.75,0.0,0,0.087,0.0763,0.0,10.129994935002532,0.020730502431860687,0.863770934660862
2023-01-13 22:00:00,202.99,1,9.76,11.48,Sports,PayPal,Next Day,FLASHSALE,0,4,Friday,1,1,0,22,2,Winter,28,1,202.99,202.99,0.0,0,0.087,0.075,0.0,202.989797010203,0.04808118602846846,0.056554509795780535
2023-01-05 18:00:00,15.69,4,6.71,9.86,Sports,PayPal,Express,WELCOME10,0,3,Thursday,1,1,0,18,1,Winter,36,1,15.69,15.69,0.0,0,0.087,0.075,0.0,3.9224990193752447,0.42766090327209033,0.6284257088320134
2023-01-15 22:00:00,307.87,3,33.7,13.59,Electronics,PayPal,Express,FLASHSALE,0,6,Sunday,1,1,1,22,2,Winter,26,1,307.87,307.87,0.0,0,0.087,0.1162,0.0,102.62329912556696,0.10946178546314424,0.04414200784700683
2023-02-06 02:00:00,180.2,2,4.26,10.43,Clothing,PayPal,Express,FLASHSALE,0,0,Monday,2,1,0,2,6,Winter,5,1,180.2,180.2,0.0,0,0.087,0.0763,0.0,90.09995495002251,0.02364039942485905,0.05788013286415021
2023-01-20 23:00:00,230.68,4,41.92,0.02,Clothing,Credit Card,Express,FLASHSALE,0,4,Friday,1,1,0,23,3,Winter,11,2,305.23,152.62,0.0,0,0.0,0.0763,0.0,57.66998558250361,0.181723599004146,8.670019036457348e-05
2023-01-30 22:00:00,74.55,4,9.55,3.27,Electronics,PayPal,Express,SUMMER20,0,0,Monday,1,1,0,22,5,Winter,11,2,305.23,152.62,0.0,0,0.087,0.1162,0.0,18.637495340626163,0.12810194328501753,0.043863178486074066
2023-01-16 09:00:00,464.25,4,39.19,4.6,Clothing,PayPal,Standard,FLASHSALE,0,0,Monday,1,1,0,9,3,Winter,26,1,464.25,464.25,0.0,0,0.087,0.0763,0.0,116.06247098438224,0.0844157241046511,0.009908454475156802
2023-01-24 13:00:00,497.48,1,5.88,16.4,Electronics,Bank Transfer,Next Day,SUMMER20,0,1,Tuesday,1,1,0,13,4,Winter,2,2,771.44,385.72,0.0,0,0.087,0.1162,0.0,497.47950252049753,0.011819570612246581,0.03296614932667413
2023-02-08 22:00:00,273.96,3,20.34,13.83,Clothing,Credit Card,Standard,FLASHSALE,0,2,Wednesday,2,1,0,22,6,Winter,2,2,771.44,385.72,0.0,0,0.087,0.0763,0.0,91.31996956001014,0.0742444149720966,0.050481821979552415
2023-01-01 21:00:00,490.78,3,19.76,0.99,Home,Credit Card,Express,SUMMER20,0,6,Sunday,1,1,1,21,52,Winter,40,1,490.78,490.78,0.0,0,0.087,0.075,0.0,163.59327880224038,0.04026243930017027,0.0020171971106866683
2023-01-02 09:00:00,466.69,1,18.95,4.74,Books,PayPal,Next Day,0,0,0,Monday,1,1,0,9,1,Winter,18,2,859.26,429.63,0.0,0,0.087,0.0964,0.0,466.68953331046674,0.04060511251450617,0.010156635003628458
2023-01-24 10:00:00,392.57,4,8.96,10.89,Sports,PayPal,Express,FLASHSALE,0,1,Tuesday,1,1,0,10,4,Winter,18,2,859.26,429.63,0.0,0,0.087,0.075,0.0,98.14247546438114,0.022823954905306178,0.027740275548971457
2023-01-03 19:00:00,343.44,1,48.71,1.58,Electronics,Bank Transfer,Standard,0,1,1,Tuesday,1,1,0,19,1,Winter,1,2,674.04,337.02,0.5,1,0.1667,0.1162,0.0,343.43965656034345,0.1418297223915976,0.004600512448752293
2023-02-10 04:00:00,330.6,2,18.37,4.97,Clothing,Credit Card,Standard,WELCOME10,0,4,Friday,2,1,0,4,6,Winter,1,2,674.04,337.02,0.5,1,0.0,0.0763,1.0,165.2999173500413,0.05556563806543969,0.015033272791792882
2023-01-11 12:00:00,27.97,3,0.0,18.3,Electronics,PayPal,Next Day,WELCOME10,0,2,Wednesday,1,1,0,12,2,Winter,31,1,27.97,27.97,0.0,0,0.087,0.1162,0.0,9.32333022555659,0.0,0.6542724113595849
2023-01-23 11:00:00,384.76,3,39.46,14.01,Clothing,PayPal,Standard,WELCOME10,0,0,Monday,1,1,0,11,4,Winter,19,1,384.76,384.76,0.0,0,0.0,0.0763,0.0,128.25329058223647,0.1025574381366113,0.03641230887719017
2023-01-21 13:00:00,315.56,3,26.92,16.63,Home,Credit Card,Standard,0,0,5,Saturday,1,1,1,13,3,Winter,20,2,343.28,171.64,0.0,0,0.0,0.075,0.0,105.18663160445612,0.08530865735419997,0.05269996180536202
2023-01-21 20:00:00,27.72,3,31.51,2.36,Sports,PayPal,Express,0,0,5,Saturday,1,1,1,20,3,Winter,20,2,343.28,171.64,0.0,0,0.087,0.075,0.0,9.239996920001026,1.136724345717015,0.08513708206576183
2023-01-29 10:00:00,295.39,1,8.49,8.8,Books,Credit Card,Standard,SUMMER20,0,6,Sunday,1,1,1,10,4,Winter,13,1,295.39,295.39,0.0,0,0.087,0.0964,0.0,295.3897046102954,0.028741663466123894,0.029791123498455863
2023-01-14 13:00:00,337.12,4,1.26,18.08,Clothing,PayPal,Standard,0,0,5,Saturday,1,1,1,13,2,Winter,28,1,337.12,337.12,0.0,0,0.087,0.0763,0.0,84.27997893000527,0.0037375415171525227,0.05363075446834731
2023-02-06 00:00:00,270.89,3,42.63,11.01,Books,PayPal,Express,WELCOME10,0,0,Monday,2,1,0,0,6,Winter,5,1,270.89,270.89,0.0,0,0.087,0.0964,0.0,90.2966365677878,0.15737014966454965,0.04064380360794491
2023-02-09 12:00:00,400.98,4,18.61,8.11,Home,Bank Transfer,Express,WELCOME10,0,3,Thursday,2,1,0,12,6,Winter,2,1,400.98,400.98,0.0,0,0.087,0.075,0.0,100.24497493875627,0.046411292218037574,0.020225447602809494
2023-01-01 12:00:00,174.21,4,10.79,1.0,Sports,PayPal,Express,FLASHSALE,0,6,Sunday,1,1,1,12,52,Winter,32,2,264.34,132.17,0.0,0,0.1667,0.075,0.0,43.55248911187772,0.06193674265577898,0.005740198577922056
2023-01-10 14:00:00,90.13,3,16.58,10.05,Home,Credit Card,Next Day,0,0,1,Tuesday,1,1,0,14,2,Winter,32,2,264.34,132.17,0.0,0,0.087,0.075,0.0,30.043323318892224,0.18395650522626755,0.11150560178069899
2023-01-29 14:00:00,72.77,3,45.41,11.99,Home,PayPal,Standard,FLASHSALE,0,6,Sunday,1,1,1,14,4,Winter,13,1,72.77,72.77,0.0,0,0.087,0.075,0.0,24.256658581113804,0.6240208791532104,0.16476569788696308
2023-01-05 22:00:00,304.01,3,25.03,3.29,Sports,Bank Transfer,Standard,SUMMER20,0,3,Thursday,1,1,0,22,1,Winter,24,3,752.52,250.84,0.33,1,0.087,0.075,0.0,101.33663288778902,0.0823328177285852,0.010822012398203967
2023-01-15 11:00:00,237.11,1,15.49,7.89,Clothing,Bank Transfer,Next Day,SUMMER20,1,6,Sunday,1,1,1,11,2,Winter,24,3,752.52,250.84,0.33,1,0.087,0.0763,0.0,237.10976289023714,0.06532832834832639,0.03327569468484798
2023-01-17 23:00:00,211.4,3,3.85,0.8,Electronics,Credit Card,Standard,WELCOME10,0,1,Tuesday,1,1,0,23,3,Winter,24,3,752.52,250.84,0.33,1,0.087,0.1162,0.5,70.4666431777856,0.018211920443652222,0.00378429515712254
2023-02-05 15:00:00,382.11,3,31.13,5.71,Sports,Credit Card,Express,0,0,6,Sunday,2,1,1,15,5,Winter,6,1,382.11,382.11,0.0,0,0.087,0.075,0.0,127.36995754334748,0.08146868681408838,0.014943340883663498
2023-01-04 02:00:00,215.67,3,19.9,7.45,Electronics,Bank Transfer,Express,SUMMER20,0,2,Wednesday,1,1,0,2,1,Winter,32,2,477.93,238.96,0.0,0,0.087,0.1162,0.0,71.88997603667465,0.0922705981718802,0.034543515396005406
2023-01-10 11:00:00,262.26,2,10.23,17.59,Books,PayPal,Express,SUMMER20,0,1,Tuesday,1,1,0,11,2,Winter,32,2,477.93,238.96,0.0,0,0.087,0.0964,0.0,131.12993443503277,0.039007092049847134,0.067070845469874
2023-01-28 12:00:00,333.55,4,36.14,5.54,Home,Bank Transfer,Next Day,WELCOME10,0,5,Saturday,1,1,1,12,4,Winter,14,1,333.55,333.55,0.0,0,0.087,0.075,0.0,83.38747915313022,0.10834957245285692,0.016609203967593453
2023-01-24 12:00:00,38.5,1,11.48,12.76,Home,Bank Transfer,Next Day,0,0,1,Tuesday,1,1,0,12,4,Winter,5,3,350.1,116.7,0.0,0,0.087,0.075,0.0,38.4999615000385,0.2981818104368361,0.33142856282003735
2023-02-02 13:00:00,285.13,1,49.53,10.94,Clothing,Bank Transfer,Express,WELCOME10,0,3,Thursday,2,1,0,13,5,Winter,5,3,350.1,116.7,0.0,0,0.0,0.0763,0.0,285.12971487028517,0.173710236826324,0.03836846337330879
2023-02-05 20:00:00,26.47,2,16.76,3.49,Electronics,Credit Card,Standard,WELCOME10,0,6,Sunday,2,1,1,20,5,Winter,5,3,350.1,116.7,0.0,0,0.087,0.1162,0.0,13.234993382503307,0.6331696020714167,0.13184736940508618
2023-01-01 23:00:00,137.3,4,9.96,2.23,Sports,PayPal,Standard,0,1,6,Sunday,1,1,1,23,52,Winter,35,2,190.35,95.18,0.5,1,0.2,0.075,0.0,34.32499141875215,0.07254187856852237,0.016241806145361935
